id_student,age_band_val,cluster_label,best_k,sil_score
126812,0-35,3,6,0.15596002287889224
127179,0-35,3,6,0.15596002287889224
127580,0-35,3,6,0.15596002287889224
127582,0-35,1,6,0.15596002287889224
127988,0-35,5,6,0.15596002287889224
128132,0-35,0,6,0.15596002287889224
128348,0-35,4,6,0.15596002287889224
128510,0-35,0,6,0.15596002287889224
128510,0-35,0,6,0.15596002287889224
128656,0-35,1,6,0.15596002287889224
128929,0-35,1,6,0.15596002287889224
128971,0-35,1,6,0.15596002287889224
129212,0-35,4,6,0.15596002287889224
129955,0-35,0,6,0.15596002287889224
129955,0-35,0,6,0.15596002287889224
129989,0-35,0,6,0.15596002287889224
130003,0-35,1,6,0.15596002287889224
130013,0-35,0,6,0.15596002287889224
130409,0-35,4,6,0.15596002287889224
130467,0-35,3,6,0.15596002287889224
130636,0-35,1,6,0.15596002287889224
130671,0-35,3,6,0.15596002287889224
130671,0-35,3,6,0.15596002287889224
130992,0-35,3,6,0.15596002287889224
131051,0-35,2,6,0.15596002287889224
131145,0-35,3,6,0.15596002287889224
131145,0-35,3,6,0.15596002287889224
131152,0-35,3,6,0.15596002287889224
131222,0-35,3,6,0.15596002287889224
131272,0-35,3,6,0.15596002287889224
131538,0-35,3,6,0.15596002287889224
131597,0-35,3,6,0.15596002287889224
131612,0-35,3,6,0.15596002287889224
131776,0-35,1,6,0.15596002287889224
131820,0-35,1,6,0.15596002287889224
132123,0-35,3,6,0.15596002287889224
132401,0-35,4,6,0.15596002287889224
132423,0-35,4,6,0.15596002287889224
132423,0-35,4,6,0.15596002287889224
132453,0-35,1,6,0.15596002287889224
132475,0-35,3,6,0.15596002287889224
132477,0-35,3,6,0.15596002287889224
132511,0-35,1,6,0.15596002287889224
132626,0-35,2,6,0.15596002287889224
132972,0-35,0,6,0.15596002287889224
133019,0-35,3,6,0.15596002287889224
133104,0-35,0,6,0.15596002287889224
133104,0-35,0,6,0.15596002287889224
133185,0-35,3,6,0.15596002287889224
133322,0-35,1,6,0.15596002287889224
133718,0-35,4,6,0.15596002287889224
133922,0-35,1,6,0.15596002287889224
134025,0-35,3,6,0.15596002287889224
134025,0-35,3,6,0.15596002287889224
134188,0-35,3,6,0.15596002287889224
134212,0-35,1,6,0.15596002287889224
134243,0-35,3,6,0.15596002287889224
134260,0-35,0,6,0.15596002287889224
134336,0-35,5,6,0.15596002287889224
134563,0-35,2,6,0.15596002287889224
134847,0-35,1,6,0.15596002287889224
134847,0-35,1,6,0.15596002287889224
134851,0-35,3,6,0.15596002287889224
134920,0-35,5,6,0.15596002287889224
134982,0-35,1,6,0.15596002287889224
134982,0-35,1,6,0.15596002287889224
135280,0-35,1,6,0.15596002287889224
135792,0-35,1,6,0.15596002287889224
136054,0-35,3,6,0.15596002287889224
136135,0-35,1,6,0.15596002287889224
136335,0-35,3,6,0.15596002287889224
136793,0-35,4,6,0.15596002287889224
136894,0-35,3,6,0.15596002287889224
136944,0-35,0,6,0.15596002287889224
136944,0-35,0,6,0.15596002287889224
137150,0-35,4,6,0.15596002287889224
138289,0-35,2,6,0.15596002287889224
138416,0-35,3,6,0.15596002287889224
138704,0-35,1,6,0.15596002287889224
138710,0-35,4,6,0.15596002287889224
138715,0-35,0,6,0.15596002287889224
138715,0-35,0,6,0.15596002287889224
138861,0-35,1,6,0.15596002287889224
138920,0-35,3,6,0.15596002287889224
138997,0-35,5,6,0.15596002287889224
139190,0-35,3,6,0.15596002287889224
139190,0-35,3,6,0.15596002287889224
139206,0-35,1,6,0.15596002287889224
139250,0-35,0,6,0.15596002287889224
139329,0-35,0,6,0.15596002287889224
139549,0-35,2,6,0.15596002287889224
139701,0-35,5,6,0.15596002287889224
139843,0-35,3,6,0.15596002287889224
139949,0-35,3,6,0.15596002287889224
140719,0-35,2,6,0.15596002287889224
140807,0-35,3,6,0.15596002287889224
140866,0-35,0,6,0.15596002287889224
140907,0-35,1,6,0.15596002287889224
141355,0-35,2,6,0.15596002287889224
141377,0-35,1,6,0.15596002287889224
141377,0-35,1,6,0.15596002287889224
141430,0-35,3,6,0.15596002287889224
141648,0-35,3,6,0.15596002287889224
141823,0-35,2,6,0.15596002287889224
141827,0-35,0,6,0.15596002287889224
141949,0-35,2,6,0.15596002287889224
142310,0-35,1,6,0.15596002287889224
142819,0-35,5,6,0.15596002287889224
142990,0-35,5,6,0.15596002287889224
143350,0-35,3,6,0.15596002287889224
143711,0-35,4,6,0.15596002287889224
143741,0-35,2,6,0.15596002287889224
144562,0-35,4,6,0.15596002287889224
144745,0-35,3,6,0.15596002287889224
144745,0-35,3,6,0.15596002287889224
144747,0-35,3,6,0.15596002287889224
144895,0-35,3,6,0.15596002287889224
144959,0-35,1,6,0.15596002287889224
144959,0-35,1,6,0.15596002287889224
145114,0-35,1,6,0.15596002287889224
145114,0-35,1,6,0.15596002287889224
145130,0-35,1,6,0.15596002287889224
145282,0-35,0,6,0.15596002287889224
145388,0-35,1,6,0.15596002287889224
145544,0-35,2,6,0.15596002287889224
145578,0-35,2,6,0.15596002287889224
145640,0-35,0,6,0.15596002287889224
145640,0-35,0,6,0.15596002287889224
146188,0-35,4,6,0.15596002287889224
146485,0-35,3,6,0.15596002287889224
146600,0-35,2,6,0.15596002287889224
146651,0-35,3,6,0.15596002287889224
146738,0-35,1,6,0.15596002287889224
146974,0-35,1,6,0.15596002287889224
147328,0-35,3,6,0.15596002287889224
147715,0-35,5,6,0.15596002287889224
147756,0-35,1,6,0.15596002287889224
147756,0-35,1,6,0.15596002287889224
147876,0-35,5,6,0.15596002287889224
148008,0-35,5,6,0.15596002287889224
148414,0-35,3,6,0.15596002287889224
148427,0-35,1,6,0.15596002287889224
149178,0-35,4,6,0.15596002287889224
149680,0-35,3,6,0.15596002287889224
149693,0-35,3,6,0.15596002287889224
149962,0-35,2,6,0.15596002287889224
150282,0-35,3,6,0.15596002287889224
150398,0-35,1,6,0.15596002287889224
151358,0-35,1,6,0.15596002287889224
151587,0-35,5,6,0.15596002287889224
151697,0-35,2,6,0.15596002287889224
151745,0-35,1,6,0.15596002287889224
151800,0-35,2,6,0.15596002287889224
151917,0-35,0,6,0.15596002287889224
151917,0-35,0,6,0.15596002287889224
152153,0-35,2,6,0.15596002287889224
152320,0-35,0,6,0.15596002287889224
152320,0-35,0,6,0.15596002287889224
152428,0-35,3,6,0.15596002287889224
152887,0-35,4,6,0.15596002287889224
152910,0-35,2,6,0.15596002287889224
153170,0-35,3,6,0.15596002287889224
153704,0-35,0,6,0.15596002287889224
153704,0-35,0,6,0.15596002287889224
153785,0-35,3,6,0.15596002287889224
153788,0-35,2,6,0.15596002287889224
153788,0-35,2,6,0.15596002287889224
153788,0-35,2,6,0.15596002287889224
154011,0-35,2,6,0.15596002287889224
154027,0-35,2,6,0.15596002287889224
154057,0-35,4,6,0.15596002287889224
154059,0-35,4,6,0.15596002287889224
154073,0-35,1,6,0.15596002287889224
154125,0-35,2,6,0.15596002287889224
154540,0-35,2,6,0.15596002287889224
155158,0-35,3,6,0.15596002287889224
155256,0-35,0,6,0.15596002287889224
155298,0-35,3,6,0.15596002287889224
155298,0-35,3,6,0.15596002287889224
155511,0-35,3,6,0.15596002287889224
155631,0-35,2,6,0.15596002287889224
155938,0-35,3,6,0.15596002287889224
155963,0-35,5,6,0.15596002287889224
155984,0-35,1,6,0.15596002287889224
155984,0-35,1,6,0.15596002287889224
156127,0-35,1,6,0.15596002287889224
156171,0-35,3,6,0.15596002287889224
156358,0-35,1,6,0.15596002287889224
156783,0-35,3,6,0.15596002287889224
157060,0-35,3,6,0.15596002287889224
157308,0-35,3,6,0.15596002287889224
157310,0-35,1,6,0.15596002287889224
157310,0-35,1,6,0.15596002287889224
157310,0-35,1,6,0.15596002287889224
157310,0-35,1,6,0.15596002287889224
157568,0-35,1,6,0.15596002287889224
157752,0-35,1,6,0.15596002287889224
158575,0-35,0,6,0.15596002287889224
158611,0-35,1,6,0.15596002287889224
158707,0-35,2,6,0.15596002287889224
158708,0-35,1,6,0.15596002287889224
158831,0-35,1,6,0.15596002287889224
159287,0-35,3,6,0.15596002287889224
159293,0-35,2,6,0.15596002287889224
159484,0-35,5,6,0.15596002287889224
159571,0-35,2,6,0.15596002287889224
159596,0-35,3,6,0.15596002287889224
159925,0-35,3,6,0.15596002287889224
160026,0-35,5,6,0.15596002287889224
160181,0-35,3,6,0.15596002287889224
160193,0-35,5,6,0.15596002287889224
160472,0-35,4,6,0.15596002287889224
160479,0-35,0,6,0.15596002287889224
160536,0-35,3,6,0.15596002287889224
160536,0-35,3,6,0.15596002287889224
160934,0-35,3,6,0.15596002287889224
160945,0-35,0,6,0.15596002287889224
160946,0-35,1,6,0.15596002287889224
161491,0-35,2,6,0.15596002287889224
161658,0-35,1,6,0.15596002287889224
161781,0-35,3,6,0.15596002287889224
161781,0-35,3,6,0.15596002287889224
162337,0-35,4,6,0.15596002287889224
162337,0-35,4,6,0.15596002287889224
162809,0-35,3,6,0.15596002287889224
163067,0-35,3,6,0.15596002287889224
163067,0-35,3,6,0.15596002287889224
163996,0-35,4,6,0.15596002287889224
164148,0-35,4,6,0.15596002287889224
164259,0-35,1,6,0.15596002287889224
164922,0-35,0,6,0.15596002287889224
164935,0-35,1,6,0.15596002287889224
164944,0-35,2,6,0.15596002287889224
164968,0-35,1,6,0.15596002287889224
164968,0-35,1,6,0.15596002287889224
165099,0-35,4,6,0.15596002287889224
165178,0-35,4,6,0.15596002287889224
165178,0-35,4,6,0.15596002287889224
165376,0-35,1,6,0.15596002287889224
165509,0-35,1,6,0.15596002287889224
165617,0-35,4,6,0.15596002287889224
165647,0-35,0,6,0.15596002287889224
165647,0-35,0,6,0.15596002287889224
165733,0-35,3,6,0.15596002287889224
165733,0-35,3,6,0.15596002287889224
